uid	followers_count	friends_count	statuses_count	favourites_count	listed_count	created_year	name_words	screen_name_length	description_length
202388889	0.000253339912633	0.00669316614078	0.00860579566575	0.0408410170278	0.00062571230642	0.4	0.125	0.75	0.22754491018
1392518336	0.000286059977322	0.0028514253712	0.017518778884	0.013766419523	0.00248050235759	0.7	0.125	0.666666666667	0.952095808383
361208576	0.000152533242744	0.00196697127402	0.00712075288216	0.00218767196041	0.00062571230642	0.5	0.25	0.416666666667	0.77245508982
1535215357	0.000568029946558	0.00830840470434	0.170835359287	0.168500591496	0.00151958702988	0.7	0.0	0.666666666667	0.137724550898
4396196375	0.000299292356424	0.00327828545671	0.0330108469924	0.0512041782425	0.00167601510648	0.9	0.0	0.833333333333	0.952095808383
17938477	7.96348633252e-05	0.00169719569998	0.00494408368589	0.0153501329667	0.00125142461284	0.2	0.25	1.0	0.239520958084
720288026681716737	1.63600323447e-05	0.000239041647885	0.00849855267403	7.09411591018e-05	0.00196652439161	1.0	0.125	0.75	0.51497005988
174004739	8.90178230523e-05	0.00641656080537	0.0512003489941	0.254596316045	0.000603365438334	0.4	0.0	0.75	0.0
53783678	0.00018188506548	0.00367782649674	0.035539236848	0.132564101089	0.00116203714049	0.3	0.25	0.5	0.700598802395
257662370	0.000184290952589	0.00469204605991	0.0174351657041	0.0179692038676	0.000670406042593	0.5	0.25	0.916666666667	0.526946107784
4795355113	6.71242503557e-05	0.00138644155773	0.000700714801805	0.000799526036364	0.000178774944692	1.0	0.25	0.916666666667	0.958083832335
1633971270	2.71865243376e-05	0.000198063079676	0.00695807071676	0.0113390814845	4.46937361729e-05	0.7	0.125	0.833333333333	0.479041916168
2803810119	1.37135565243e-05	0.00110642134164	0.00358627835009	0.0157566066351	6.70406042593e-05	0.8	0.0	0.583333333333	0.0
2244770588	0.011414009625	0.08281768635	0.0113204974984	0.00379822800489	0.00525151400031	0.7	0.0	0.916666666667	0.766467065868
102071251	8.25219278566e-05	0.00267043669494	0.00513857521324	0.0013133701077	0.000491631097902	0.4	0.125	0.25	0.622754491018
3358825450	8.25219278566e-05	0.00047808329577	0.00412249330867	0.020325600747	0.0	0.9	0.0	0.75	0.11377245509
555940842	0.00010369373442	0.00140010108047	0.0384938721536	0.0236080673519	0.000111734340432	0.6	0.0	0.75	0.353293413174
2469354073	2.06906291419e-05	0.000153669630783	0.000133599320188	3.45119152387e-05	0.000268162417037	0.8	0.125	1.0	0.0
360464656	9.47919521151e-05	0.00281386168367	0.0743284816483	0.0249406107459	0.00031285615321	0.5	0.125	0.75	0.880239520958
77243076	2.16529839857e-05	0.000645412449289	0.0111623595276	7.6693144975e-06	0.000223468680864	0.3	0.25	0.75	0.305389221557
1731752761	3.60883066428e-06	0.000140010108047	4.27154289038e-05	0.000116957046087	0.0	0.7	0.0	0.666666666667	0.215568862275
2330149164	0.000104415500553	0.00161182368288	0.0231599420161	0.00277820917672	0.000245815548951	0.8	0.0	0.666666666667	0.14371257485
2830586398	4.09000808619e-05	0.00135912251226	0.00107879178955	0.00134788202294	6.70406042593e-05	0.8	0.25	1.0	0.497005988024
443273019	5.29295164095e-05	0.000577114835608	0.0097909216081	0.00500614503824	2.23468680864e-05	0.5	0.125	0.666666666667	0.874251497006
2591381383	0.00142476634626	0.00602043464601	0.00300916564044	0.000345119152387	0.0080672193792	0.8	0.25	1.0	0.934131736527
1093716612	3.70506614866e-05	0.000840060648281	0.00272106370506	0.00153002824225	0.000156428076605	0.7	0.125	1.0	0.437125748503
36620392	0.000128474371648	0.00425152645167	0.0292391655041	0.00989725035902	0.000670406042593	0.3	0.125	0.833333333333	0.179640718563
3437626995	4.33059679714e-06	0.000143424988731	5.99833682479e-05	2.30079434925e-05	0.0	0.9	0.0	1.0	0.131736526946
387962514	0.000129436726492	0.0129321531506	0.00123692976038	0.00572322594376	0.000201121812778	0.5	0.125	1.0	0.706586826347
2938363689	1.58788549228e-05	0.00047808329577	0.000410795188607	1.15039717462e-05	6.70406042593e-05	0.8	0.0	0.666666666667	0.958083832335
20930398	0.000250452848101	0.00515646983294	0.0714919954013	0.000904979110705	0.00326264274062	0.3	0.125	0.166666666667	0.844311377246
143697407	0.000114520226413	0.000146839869415	0.0215376645566	0.0118836028139	0.000134081208519	0.4	0.125	0.583333333333	0.0
2291500309	1.44353226571e-06	0.000105861301206	7.27071130278e-06	1.91732862437e-06	0.0	0.8	0.125	0.75	0.137724550898
352663209	4.88395083233e-05	0.000539551148083	0.00952644948446	0.00423154427399	4.46937361729e-05	0.5	0.0	0.5	0.215568862275
14616266	0.000627455358163	0.0110061604448	0.0836359009547	0.0207244051009	0.00918456278353	0.2	0.0	0.75	0.952095808383
2277153890	0.000181403888058	0.00318266879755	0.00539668546448	0.0073472032886	0.00176540257883	0.8	0.125	0.666666666667	0.604790419162
455246957	8.5408992388e-05	0.0015640153533	0.00805685696239	0.0218652156324	0.000648059174507	0.6	0.0	0.25	0.910179640719
1400974436	0.000110911395749	0.00291630810419	0.00331726203189	0.00694456427748	0.000178774944692	0.7	0.125	1.0	0.455089820359
449119247	0.000156863839541	0.00100056004043	0.0373796356465	0.0727722079381	0.000849180987285	0.5	0.125	0.916666666667	0.730538922156
330816423	5.99065890271e-05	0.00204892841044	0.00816500879302	0.00510009414084	6.70406042593e-05	0.5	0.125	0.5	0.766467065868
29204608	9.40701859823e-05	0.00411151634362	0.00877665738136	0.00991642364526	0.000178774944692	0.3	0.125	0.833333333333	0.0
2733660094	3.12765324238e-05	0.00113715526779	0.00090974775176	0.00770190908411	2.23468680864e-05	0.8	0.125	0.916666666667	0.604790419162
4756963587	1.58788549228e-05	0.000143424988731	0.00247022416512	0.00872959722678	0.000111734340432	1.0	0.125	0.833333333333	0.0
22045364	7.72289762156e-05	0.00078883743802	0.00181040711439	0.00264207884439	0.000357549889383	0.3	0.125	0.666666666667	0.724550898204
4136625193	8.63713472318e-05	0.00304265868951	0.00014995842062	0.000166807590321	4.46937361729e-05	0.9	0.125	0.916666666667	0.88622754491
372046661	5.75007019176e-05	0.00496182163395	0.0107033958766	0.0168073027213	0.00031285615321	0.5	0.0	0.666666666667	0.934131736527
